"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:0_vc_24_worker_64_rep_1.csv -T 1 80",,,,"Date:","07 Dec 2018 12:07:14 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.675,2.908,92.617,0.075,0.0,0.725,0.0,0.0,9689.747,321765.520,0.0,0.0,2923.628,9363.558,1544184434.843
47.177,7.527,43.011,0.0,0.0,2.285,11449616.0,10793125.0,0.0,0.0,0.0,0.0,4855.0,12892.0,1544184435.845
44.101,11.517,40.730,0.0,0.0,3.652,19543920.0,19300688.0,0.0,0.0,0.0,0.0,6783.0,20061.0,1544184436.844
17.959,10.068,69.252,0.0,0.0,2.721,27730195.0,27155518.0,0.0,0.0,0.0,0.0,9970.0,29280.0,1544184437.845
8.468,9.005,80.780,0.0,0.0,1.747,28120844.0,27789861.0,0.0,0.0,0.0,0.0,9783.0,29326.0,1544184438.845
8.378,10.239,80.053,0.0,0.0,1.330,29590220.0,28902095.0,0.0,0.0,0.0,0.0,10665.0,31021.0,1544184439.850
10.450,10.317,77.646,0.0,0.0,1.587,29728370.0,29510142.0,0.0,0.0,0.0,0.0,10692.0,31161.0,1544184440.844
10.450,8.598,79.630,0.0,0.0,1.323,29363453.0,28897954.0,0.0,0.0,0.0,0.0,10605.0,30811.0,1544184441.845
8.880,8.880,80.874,0.0,0.0,1.366,28147571.0,27594691.0,0.0,0.0,0.0,0.0,10259.0,29472.0,1544184442.844
9.750,10.277,78.524,0.0,0.0,1.449,30035775.0,29648766.0,0.0,0.0,0.0,0.0,11020.0,31993.0,1544184443.844
9.441,9.309,79.255,0.0,0.0,1.995,29391704.0,28947947.0,0.0,0.0,0.0,0.0,10986.0,31478.0,1544184444.844
9.436,10.616,78.375,0.0,0.0,1.573,28008081.0,27585072.0,0.0,0.0,0.0,0.0,10569.0,30401.0,1544184445.844
7.764,9.906,80.857,0.0,0.0,1.473,29986866.0,29438258.0,0.0,0.0,0.0,0.0,10702.0,31412.0,1544184446.844
8.097,9.312,80.972,0.135,0.0,1.484,28192693.0,27667372.0,0.0,69632.0,0.0,0.0,10161.0,29443.0,1544184447.845
7.888,10.428,80.348,0.0,0.0,1.337,30309778.0,29872412.0,0.0,0.0,0.0,0.0,11368.0,32576.0,1544184448.844
10.081,9.140,79.435,0.0,0.0,1.344,29718879.0,29103143.0,0.0,0.0,0.0,0.0,11411.0,32255.0,1544184449.845
8.835,8.835,80.857,0.0,0.0,1.473,28347389.0,28027103.0,0.0,0.0,0.0,0.0,10443.0,30234.0,1544184450.845
10.0,9.324,79.054,0.0,0.0,1.622,30594404.0,30264788.0,0.0,0.0,0.0,0.0,11086.0,32612.0,1544184451.844
8.579,9.249,80.563,0.0,0.0,1.609,30411207.0,29968278.0,0.0,0.0,0.0,0.0,11312.0,32604.0,1544184452.844
8.575,8.971,80.079,0.0,0.0,2.375,28027494.0,27541370.0,0.0,16384.0,0.0,0.0,10376.0,29989.0,1544184453.845
7.703,10.135,80.811,0.0,0.0,1.351,30069129.0,29715132.0,0.0,0.0,0.0,0.0,11391.0,32634.0,1544184454.844
8.188,8.725,81.611,0.0,0.0,1.477,29654589.0,29114302.0,0.0,0.0,0.0,0.0,10621.0,31523.0,1544184455.844
7.248,9.799,80.940,0.0,0.0,2.013,29704745.0,29183141.0,0.0,0.0,0.0,0.0,10831.0,30992.0,1544184456.844
10.422,8.971,78.628,0.0,0.0,1.979,28716813.0,28430472.0,0.0,0.0,0.0,0.0,10165.0,29909.0,1544184457.844
10.340,9.293,78.403,0.0,0.0,1.963,29522989.0,28884855.0,0.0,0.0,0.0,0.0,10503.0,30446.0,1544184458.844
8.981,8.981,80.429,0.0,0.0,1.609,28635759.0,28218630.0,0.0,0.0,0.0,0.0,10577.0,30740.0,1544184459.844
9.429,9.163,80.080,0.0,0.0,1.328,28524942.0,28284424.0,0.0,0.0,0.0,0.0,10514.0,30842.0,1544184460.844
9.707,9.574,79.255,0.0,0.0,1.463,29472149.0,29032792.0,0.0,0.0,0.0,0.0,10916.0,31686.0,1544184461.844
8.672,9.485,80.488,0.0,0.0,1.355,28534339.0,28109914.0,0.0,0.0,0.0,0.0,10799.0,31026.0,1544184462.844
9.188,9.454,79.627,0.0,0.0,1.731,30759435.0,30144319.0,0.0,32768.0,0.0,0.0,10857.0,32172.0,1544184463.844
9.830,9.174,79.292,0.0,0.0,1.704,28809412.0,28389125.0,0.0,0.0,0.0,0.0,10854.0,31162.0,1544184464.845
8.300,9.371,80.991,0.0,0.0,1.339,28556705.0,28243303.0,0.0,0.0,0.0,0.0,10223.0,30079.0,1544184465.844
8.579,8.445,81.099,0.0,0.0,1.877,28304681.0,27924797.0,0.0,0.0,0.0,0.0,10415.0,30325.0,1544184466.844
8.245,10.106,79.787,0.0,0.0,1.862,30485302.0,29970156.0,0.0,0.0,0.0,0.0,10799.0,32074.0,1544184467.844
8.765,9.296,80.212,0.133,0.0,1.594,28537469.0,28105301.0,0.0,20709376.0,0.0,0.0,10457.0,30174.0,1544184468.844
8.256,9.055,81.092,0.0,0.0,1.598,28919612.0,28434099.0,0.0,0.0,0.0,0.0,10087.0,29431.0,1544184469.845
8.443,8.839,80.871,0.0,0.0,1.847,28580370.0,28031202.0,0.0,0.0,0.0,0.0,10318.0,30301.0,1544184470.845
8.678,8.945,80.107,0.0,0.0,2.270,28325157.0,27808517.0,0.0,0.0,0.0,0.0,10381.0,29999.0,1544184471.844
9.126,9.257,79.661,0.0,0.0,1.956,27973157.0,27625914.0,0.0,0.0,0.0,0.0,10001.0,29319.0,1544184472.844
9.605,11.184,77.105,0.0,0.0,2.105,30286443.0,29679901.0,0.0,0.0,0.0,0.0,11112.0,32638.0,1544184473.844
8.800,9.733,80.0,0.0,0.0,1.467,30315231.0,30011659.0,0.0,0.0,0.0,0.0,11390.0,32947.0,1544184474.844
8.169,9.750,80.105,0.0,0.0,1.976,28266650.0,27839577.0,0.0,0.0,0.0,0.0,10595.0,30266.0,1544184475.844
7.835,10.359,80.611,0.0,0.0,1.195,29052300.0,28648323.0,0.0,0.0,0.0,0.0,10439.0,30566.0,1544184476.844
8.256,10.519,79.228,0.266,0.0,1.731,29937566.0,29493789.0,0.0,53248.0,0.0,0.0,11270.0,32542.0,1544184477.844
8.587,8.851,81.242,0.0,0.0,1.321,29545920.0,29004121.0,0.0,0.0,0.0,0.0,10690.0,31384.0,1544184478.845
8.287,9.392,80.801,0.0,0.0,1.519,30013618.0,29599411.0,0.0,77824.0,0.0,0.0,11447.0,32789.0,1544184479.846
8.719,10.700,78.336,0.0,0.0,2.246,29630071.0,29199094.0,0.0,0.0,0.0,0.0,10828.0,31359.0,1544184480.844
8.123,9.055,81.225,0.0,0.0,1.598,28470273.0,28133061.0,0.0,0.0,0.0,0.0,10346.0,30298.0,1544184481.844
8.886,9.019,80.504,0.0,0.0,1.592,29000228.0,28578322.0,0.0,0.0,0.0,0.0,10897.0,30957.0,1544184482.844
9.750,8.696,79.447,0.0,0.0,2.108,27040350.0,26481234.0,0.0,0.0,0.0,0.0,9957.0,27786.0,1544184483.844
7.457,10.519,80.426,0.0,0.0,1.598,28674943.0,28277555.0,0.0,0.0,0.0,0.0,10600.0,30466.0,1544184484.844
9.247,8.587,80.581,0.0,0.0,1.585,27401695.0,26988334.0,0.0,0.0,0.0,0.0,10062.0,28924.0,1544184485.844
9.043,9.973,78.856,0.0,0.0,2.128,30450804.0,29979698.0,0.0,0.0,0.0,0.0,11141.0,31730.0,1544184486.844
8.399,10.236,79.265,0.0,0.0,2.100,30192426.0,29595648.0,0.0,0.0,0.0,0.0,11055.0,32091.0,1544184487.844
7.827,9.177,81.242,0.0,0.0,1.754,29799387.0,29472202.0,0.0,0.0,0.0,0.0,10942.0,31667.0,1544184488.844
9.008,10.966,78.329,0.0,0.0,1.697,29836725.0,29386027.0,0.0,0.0,0.0,0.0,11544.0,32782.0,1544184489.844
8.598,9.656,80.159,0.0,0.0,1.587,29508515.0,29059487.0,0.0,0.0,0.0,0.0,11141.0,31979.0,1544184490.844
8.690,9.091,79.679,0.0,0.0,2.540,30311038.0,29712456.0,0.0,0.0,0.0,0.0,10947.0,31838.0,1544184491.845
9.416,8.488,80.902,0.0,0.0,1.194,29432718.0,28952864.0,0.0,0.0,0.0,0.0,11014.0,31583.0,1544184492.845
8.043,8.579,82.172,0.0,0.0,1.206,28864522.0,28636831.0,0.0,0.0,0.0,0.0,10779.0,31386.0,1544184493.844
9.434,7.951,81.402,0.0,0.0,1.213,29976129.0,29398619.0,0.0,20480.0,0.0,0.0,10874.0,32075.0,1544184494.844
8.232,9.447,80.837,0.0,0.0,1.484,28956348.0,28591103.0,0.0,0.0,0.0,0.0,10670.0,30096.0,1544184495.844
8.556,10.027,79.947,0.0,0.0,1.471,27627930.0,27235424.0,0.0,0.0,0.0,0.0,10064.0,28591.0,1544184496.844
10.185,10.582,77.778,0.0,0.0,1.455,27272563.0,26779014.0,0.0,0.0,0.0,0.0,10177.0,28541.0,1544184497.845
7.278,9.704,81.267,0.0,0.0,1.752,28279597.0,27917438.0,0.0,0.0,0.0,0.0,10718.0,30423.0,1544184498.844
8.719,8.454,80.713,0.132,0.0,1.982,29796375.0,29336089.0,0.0,19247104.0,0.0,0.0,10484.0,30783.0,1544184499.844
7.105,8.847,82.708,0.0,0.0,1.340,28225602.0,27803934.0,0.0,0.0,0.0,0.0,10455.0,29999.0,1544184500.844
8.701,9.103,80.723,0.0,0.0,1.473,30027447.0,29386423.0,0.0,0.0,0.0,0.0,11372.0,32050.0,1544184501.844
9.868,10.263,78.684,0.0,0.0,1.184,29501942.0,29032838.0,0.0,0.0,0.0,0.0,11235.0,31968.0,1544184502.844
7.951,10.782,79.380,0.0,0.0,1.887,29713637.0,29451637.0,0.0,0.0,0.0,0.0,11323.0,32143.0,1544184503.844
9.832,9.961,78.784,0.0,0.0,1.423,28686590.0,28280271.0,0.0,0.0,0.0,0.0,10539.0,30607.0,1544184504.844
7.651,8.993,81.879,0.0,0.0,1.477,28370553.0,27966467.0,0.0,0.0,0.0,0.0,10675.0,30491.0,1544184505.845
8.981,8.579,80.965,0.0,0.0,1.475,28744067.0,28321838.0,0.0,0.0,0.0,0.0,10748.0,30628.0,1544184506.844
8.082,8.493,81.096,0.274,0.0,2.055,28870528.0,28438537.0,0.0,45056.0,0.0,0.0,10671.0,30879.0,1544184507.844
8.877,9.269,80.157,0.0,0.0,1.697,28625091.0,28055834.0,0.0,0.0,0.0,0.0,10374.0,30267.0,1544184508.844
7.540,8.862,82.011,0.0,0.0,1.587,28275763.0,27923089.0,0.0,0.0,0.0,0.0,10204.0,29758.0,1544184509.844
9.043,8.245,80.984,0.0,0.0,1.729,28112497.0,27516286.0,0.0,0.0,0.0,0.0,10270.0,29383.0,1544184510.844
