"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:6_vc_2_worker_64_rep_3_sharded_false.csv -T 1 60",,,,"Date:","22 Nov 2018 12:47:54 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
2.967,0.871,95.229,0.387,0.0,0.546,0.0,0.0,40476.282,853756.847,0.0,0.0,1654.220,4531.472,1542890874.242
32.925,2.721,62.721,0.0,0.0,1.633,7225734.0,8984895.0,0.0,0.0,0.0,0.0,3627.0,10215.0,1542890875.237
28.258,2.469,66.804,0.0,0.0,2.469,9714971.0,12002537.0,0.0,0.0,0.0,0.0,4541.0,12569.0,1542890876.237
10.286,3.906,84.115,0.0,0.0,1.693,13419375.0,16545387.0,0.0,0.0,0.0,0.0,6032.0,17106.0,1542890877.237
3.841,3.713,90.909,0.0,0.0,1.536,15167550.0,18656213.0,0.0,0.0,0.0,0.0,6865.0,19314.0,1542890878.237
3.662,3.914,90.025,0.0,0.0,2.399,15029153.0,18485362.0,0.0,0.0,0.0,0.0,6852.0,18874.0,1542890879.237
4.167,2.214,91.797,0.0,0.0,1.823,14738511.0,18124746.0,0.0,0.0,0.0,0.0,6772.0,18732.0,1542890880.237
3.299,3.680,90.482,0.0,0.0,2.538,15520656.0,19101805.0,0.0,0.0,0.0,0.0,7097.0,19793.0,1542890881.237
3.368,2.461,92.228,0.0,0.0,1.943,15731953.0,19334629.0,0.0,0.0,0.0,0.0,7168.0,19782.0,1542890882.237
2.420,3.185,91.847,0.0,0.0,2.548,15720481.0,19324664.0,0.0,0.0,0.0,0.0,7151.0,19858.0,1542890883.237
3.426,3.553,90.863,0.0,0.0,2.157,15671638.0,19265670.0,0.0,0.0,0.0,0.0,7093.0,19765.0,1542890884.237
3.745,3.745,90.012,0.0,0.0,2.497,15639900.0,19252974.0,0.0,0.0,0.0,0.0,7148.0,19830.0,1542890885.237
2.792,3.173,91.624,0.0,0.0,2.411,15813489.0,19439919.0,0.0,0.0,0.0,0.0,7184.0,19915.0,1542890886.237
3.177,3.177,91.233,0.0,0.0,2.414,16493265.0,20279132.0,0.0,0.0,0.0,0.0,7549.0,20880.0,1542890887.237
2.554,3.576,92.082,0.0,0.0,1.788,16059921.0,19747396.0,0.0,0.0,0.0,0.0,7351.0,20273.0,1542890888.237
3.177,2.668,91.741,0.0,0.0,2.414,15763217.0,19384819.0,0.0,0.0,0.0,0.0,7149.0,19948.0,1542890889.237
2.541,3.177,91.487,0.0,0.0,2.795,15431391.0,18951506.0,0.0,0.0,0.0,0.0,7141.0,19612.0,1542890890.237
3.571,3.827,91.199,0.0,0.0,1.403,16234130.0,19995007.0,0.0,0.0,0.0,0.0,7356.0,20493.0,1542890891.237
3.295,2.662,91.128,0.0,0.0,2.915,15879353.0,19512094.0,0.0,81920.0,0.0,0.0,7253.0,19978.0,1542890892.237
3.544,3.924,90.0,0.0,0.0,2.532,15736037.0,19376057.0,0.0,0.0,0.0,0.0,7251.0,19973.0,1542890893.237
2.941,3.197,92.072,0.0,0.0,1.790,16145592.0,19857647.0,0.0,16384.0,0.0,0.0,7352.0,20274.0,1542890894.237
2.668,3.558,91.614,0.0,0.0,2.160,15801875.0,19405257.0,0.0,0.0,0.0,0.0,7228.0,20074.0,1542890895.237
2.785,3.544,91.392,0.0,0.0,2.278,15781790.0,19416138.0,0.0,0.0,0.0,0.0,7253.0,20057.0,1542890896.237
2.554,3.448,92.209,0.0,0.0,1.788,15995713.0,19700600.0,0.0,0.0,0.0,0.0,7287.0,20105.0,1542890897.237
2.525,3.788,91.667,0.0,0.0,2.020,14889779.0,18309151.0,0.0,0.0,0.0,0.0,6829.0,18880.0,1542890898.237
2.177,3.329,92.830,0.0,0.0,1.665,15098905.0,18550243.0,0.0,0.0,0.0,0.0,6904.0,19071.0,1542890899.237
3.279,3.531,91.299,0.0,0.0,1.892,15378455.0,18929498.0,0.0,0.0,0.0,0.0,7010.0,19485.0,1542890900.237
1.918,2.813,93.606,0.0,0.0,1.662,13517459.0,16655285.0,0.0,0.0,0.0,0.0,6157.0,17113.0,1542890901.237
2.174,3.581,92.327,0.0,0.0,1.918,15319949.0,18809668.0,0.0,0.0,0.0,0.0,7007.0,19529.0,1542890902.237
2.915,2.915,92.142,0.0,0.0,2.028,14272477.0,17582097.0,0.0,0.0,0.0,0.0,6534.0,18070.0,1542890903.237
1.802,2.960,93.822,0.0,0.0,1.416,14380036.0,17690766.0,0.0,8777728.0,0.0,0.0,6467.0,18069.0,1542890904.237
2.171,3.065,92.976,0.0,0.0,1.788,14728265.0,18108222.0,0.0,0.0,0.0,0.0,6711.0,18711.0,1542890905.238
2.922,3.558,91.360,0.0,0.0,2.160,16345080.0,20100644.0,0.0,0.0,0.0,0.0,7481.0,20629.0,1542890906.237
2.574,2.445,92.921,0.0,0.0,2.059,15824752.0,19471819.0,0.0,0.0,0.0,0.0,7166.0,19925.0,1542890907.237
2.551,3.571,91.582,0.0,0.0,2.296,16039446.0,19732394.0,0.0,0.0,0.0,0.0,7427.0,20509.0,1542890908.237
2.296,3.189,92.347,0.0,0.0,2.168,15690915.0,19288016.0,0.0,4096.0,0.0,0.0,7135.0,19794.0,1542890909.237
2.658,3.544,91.519,0.0,0.0,2.278,15782339.0,19414460.0,0.0,0.0,0.0,0.0,7231.0,20016.0,1542890910.237
2.662,3.676,91.255,0.0,0.0,2.408,16119686.0,19822599.0,0.0,0.0,0.0,0.0,7361.0,20373.0,1542890911.237
2.757,4.135,90.226,0.0,0.0,2.882,16412840.0,20185576.0,0.0,0.0,0.0,0.0,7492.0,20795.0,1542890912.237
1.916,2.937,92.593,0.0,0.0,2.554,15377397.0,18911838.0,0.0,0.0,0.0,0.0,7037.0,19408.0,1542890913.237
3.057,2.803,91.975,0.0,0.0,2.166,15583086.0,19148584.0,0.0,4096.0,0.0,0.0,7075.0,19666.0,1542890914.237
2.648,3.026,91.551,0.0,0.0,2.774,15996606.0,19673484.0,0.0,0.0,0.0,0.0,7247.0,20183.0,1542890915.243
2.296,2.934,91.709,0.0,0.0,3.061,15880753.0,19536395.0,0.0,0.0,0.0,0.0,7246.0,20113.0,1542890916.238
2.679,3.699,91.709,0.0,0.0,1.913,16510951.0,20299902.0,0.0,0.0,0.0,0.0,7471.0,20800.0,1542890917.237
1.809,2.455,93.282,0.0,0.0,2.455,15947428.0,19608154.0,0.0,0.0,0.0,0.0,7315.0,20136.0,1542890918.237
3.401,3.526,91.436,0.0,0.0,1.637,14930469.0,18370909.0,0.0,0.0,0.0,0.0,6821.0,18998.0,1542890919.237
3.287,3.666,91.150,0.0,0.0,1.896,16209935.0,19903282.0,0.0,0.0,0.0,0.0,7355.0,20275.0,1542890920.237
2.904,3.283,91.288,0.0,0.0,2.525,15960847.0,19648066.0,0.0,0.0,0.0,0.0,7246.0,20000.0,1542890921.237
2.174,2.430,92.583,0.0,0.0,2.813,15508627.0,19062754.0,0.0,0.0,0.0,0.0,7114.0,19721.0,1542890922.237
2.417,3.817,91.730,0.254,0.0,1.781,15316587.0,18843888.0,0.0,49152.0,0.0,0.0,6993.0,19465.0,1542890923.237
3.038,2.911,91.646,0.0,0.0,2.405,15474621.0,19043763.0,0.0,81920.0,0.0,0.0,7008.0,19460.0,1542890924.237
2.194,2.194,93.548,0.0,0.0,2.065,15448892.0,19000324.0,0.0,0.0,0.0,0.0,6991.0,19533.0,1542890925.237
2.439,2.824,92.683,0.0,0.0,2.054,16010989.0,19671751.0,0.0,0.0,0.0,0.0,7324.0,20181.0,1542890926.237
2.538,3.426,92.005,0.0,0.0,2.030,15486648.0,19056631.0,0.0,0.0,0.0,0.0,7120.0,19620.0,1542890927.237
2.054,2.824,93.196,0.0,0.0,1.926,15107472.0,18587483.0,0.0,0.0,0.0,0.0,6896.0,19041.0,1542890928.237
2.668,3.431,91.741,0.0,0.0,2.160,15772125.0,19399206.0,0.0,0.0,0.0,0.0,7199.0,19855.0,1542890929.237
3.011,4.015,90.841,0.0,0.0,2.133,14826550.0,18223672.0,0.0,0.0,0.0,0.0,6757.0,18665.0,1542890930.237
3.057,2.803,91.720,0.0,0.0,2.420,15558198.0,19144930.0,0.0,0.0,0.0,0.0,7156.0,19731.0,1542890931.237
2.672,3.817,91.476,0.0,0.0,2.036,16404985.0,20160248.0,0.0,0.0,0.0,0.0,7495.0,20718.0,1542890932.237
3.544,3.291,90.886,0.0,0.0,2.278,15604255.0,19205133.0,0.0,0.0,0.0,0.0,7177.0,19943.0,1542890933.237
2.305,2.945,92.830,0.0,0.0,1.921,15296772.0,18797008.0,0.0,0.0,0.0,0.0,6997.0,19331.0,1542890934.237
