"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:1_vc_2_worker_64_rep_2_sharded_false.csv -T 1 60",,,,"Date:","22 Nov 2018 12:26:37 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
2.648,0.777,95.600,0.503,0.0,0.472,0.0,0.0,53196.189,1090778.465,0.0,0.0,1439.917,3949.380,1542889597.891
32.603,3.151,62.466,0.0,0.0,1.781,7241882.0,13576566.0,0.0,0.0,0.0,0.0,3809.0,10947.0,1542889598.892
24.157,2.699,70.175,0.0,0.0,2.969,10052164.0,18730919.0,0.0,0.0,0.0,0.0,4602.0,13616.0,1542889599.892
7.060,3.209,87.291,0.0,0.0,2.439,13795757.0,25639330.0,0.0,0.0,0.0,0.0,6276.0,18236.0,1542889600.892
8.077,3.333,85.256,0.0,0.0,3.333,13772683.0,25576266.0,0.0,0.0,0.0,0.0,7022.0,18391.0,1542889601.892
3.185,3.312,90.828,0.0,0.0,2.675,14651615.0,27231765.0,0.0,0.0,0.0,0.0,7234.0,19280.0,1542889602.892
3.680,3.680,90.102,0.0,0.0,2.538,14391190.0,26746341.0,0.0,0.0,0.0,0.0,7065.0,18887.0,1542889603.892
3.944,3.308,89.949,0.0,0.0,2.799,15683522.0,29098323.0,0.0,0.0,0.0,0.0,7761.0,20778.0,1542889604.892
3.287,3.793,90.265,0.0,0.0,2.655,15545362.0,28856292.0,0.0,0.0,0.0,0.0,7610.0,20364.0,1542889605.892
2.771,3.652,89.798,0.0,0.0,3.778,16347103.0,30335421.0,0.0,0.0,0.0,0.0,8118.0,21555.0,1542889606.892
3.448,3.576,90.294,0.0,0.0,2.682,15707387.0,29122312.0,0.0,0.0,0.0,0.0,7668.0,20469.0,1542889607.892
3.129,4.506,89.237,0.0,0.0,3.129,16044998.0,29808495.0,0.0,0.0,0.0,0.0,7865.0,21081.0,1542889608.892
3.026,3.405,90.038,0.0,0.0,3.531,15581533.0,28922749.0,0.0,0.0,0.0,0.0,7686.0,20601.0,1542889609.892
