"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:9_vc_2_worker_64_rep_2_sharded_false.csv -T 1 60",,,,"Date:","22 Nov 2018 12:54:52 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.048,0.878,95.162,0.360,0.0,0.551,0.0,0.0,37537.866,798350.266,0.0,0.0,1682.107,4613.696,1542891292.078
32.606,2.729,62.074,0.0,0.0,2.592,8420343.0,9773748.0,0.0,0.0,0.0,0.0,3841.0,11892.0,1542891293.079
27.869,2.322,68.033,0.0,0.0,1.776,9386507.0,10923466.0,0.0,0.0,0.0,0.0,4089.0,12213.0,1542891294.079
11.012,2.945,83.995,0.0,0.0,2.049,13077367.0,15089715.0,0.0,0.0,0.0,0.0,5706.0,16600.0,1542891295.079
4.633,2.445,90.862,0.0,0.0,2.059,15146855.0,17454422.0,0.0,0.0,0.0,0.0,6879.0,19375.0,1542891296.079
2.799,3.181,91.858,0.0,0.0,2.163,15847057.0,18254528.0,0.0,0.0,0.0,0.0,7181.0,19950.0,1542891297.079
3.426,3.680,90.990,0.0,0.0,1.904,17234990.0,19857665.0,0.0,0.0,0.0,0.0,7819.0,21662.0,1542891298.080
3.299,3.807,90.863,0.0,0.0,2.030,15466187.0,17826714.0,0.0,0.0,0.0,0.0,7023.0,19513.0,1542891299.079
3.470,2.956,91.517,0.0,0.0,2.057,15513974.0,17878989.0,0.0,0.0,0.0,0.0,7044.0,19683.0,1542891300.079
2.564,3.462,91.538,0.0,0.0,2.436,16161577.0,18638321.0,0.0,0.0,0.0,0.0,7356.0,20367.0,1542891301.079
2.571,2.956,92.802,0.0,0.0,1.671,15209258.0,17531994.0,0.0,0.0,0.0,0.0,6895.0,19310.0,1542891302.079
2.320,2.577,93.170,0.0,0.0,1.933,15861104.0,18286051.0,0.0,0.0,0.0,0.0,7086.0,20003.0,1542891303.079
2.522,3.657,91.551,0.0,0.0,2.270,14681229.0,16913772.0,0.0,0.0,0.0,0.0,6646.0,18616.0,1542891304.079
2.049,2.177,93.214,0.0,0.0,2.561,14475137.0,16676392.0,0.0,0.0,0.0,0.0,6597.0,18422.0,1542891305.079
2.535,3.042,92.395,0.0,0.0,2.028,14676474.0,16938732.0,0.0,0.0,0.0,0.0,6596.0,18478.0,1542891306.079
3.050,3.177,91.614,0.0,0.0,2.160,14951322.0,17212118.0,0.0,0.0,0.0,0.0,6778.0,18928.0,1542891307.079
2.423,3.189,91.964,0.0,0.0,2.423,14637288.0,16884481.0,0.0,0.0,0.0,0.0,6635.0,18588.0,1542891308.080
2.594,2.335,93.256,0.0,0.0,1.816,15050189.0,17337199.0,0.0,0.0,0.0,0.0,6829.0,19203.0,1542891309.079
3.444,3.571,91.071,0.0,0.0,1.913,16294196.0,18779732.0,0.0,0.0,0.0,0.0,7402.0,20675.0,1542891310.079
3.718,3.205,90.769,0.0,0.0,2.308,16105227.0,18542292.0,0.0,0.0,0.0,0.0,7373.0,20432.0,1542891311.079
3.287,3.161,91.150,0.0,0.0,2.402,15955776.0,18406943.0,0.0,0.0,0.0,0.0,7191.0,20102.0,1542891312.079
3.299,3.553,90.990,0.254,0.0,1.904,16442918.0,18947796.0,0.0,81920.0,0.0,0.0,7403.0,20722.0,1542891313.079
3.418,3.165,91.139,0.0,0.0,2.278,15619280.0,17994024.0,0.0,16384.0,0.0,0.0,7069.0,19821.0,1542891314.079
2.430,2.813,92.455,0.0,0.0,2.302,16338190.0,18820035.0,0.0,0.0,0.0,0.0,7312.0,20691.0,1542891315.079
2.296,3.061,92.347,0.0,0.0,2.296,15942638.0,18385476.0,0.0,0.0,0.0,0.0,7225.0,20092.0,1542891316.079
2.781,2.781,91.530,0.0,0.0,2.908,15380188.0,17713221.0,0.0,0.0,0.0,0.0,6974.0,19657.0,1542891317.080
2.803,3.185,91.847,0.0,0.0,2.166,16563995.0,19092401.0,0.0,0.0,0.0,0.0,7338.0,20787.0,1542891318.079
2.655,3.666,91.024,0.0,0.0,2.655,16402023.0,18903483.0,0.0,0.0,0.0,0.0,7478.0,20755.0,1542891319.079
2.439,2.824,92.555,0.0,0.0,2.182,16254661.0,18740850.0,0.0,0.0,0.0,0.0,7359.0,20705.0,1542891320.079
2.792,3.299,92.005,0.0,0.0,1.904,15014196.0,17300106.0,0.0,0.0,0.0,0.0,6825.0,19118.0,1542891321.079
2.922,2.922,91.741,0.0,0.0,2.414,15339221.0,17690055.0,0.0,0.0,0.0,0.0,6948.0,19494.0,1542891322.079
2.594,2.464,92.996,0.0,0.0,1.946,15978775.0,18400819.0,0.0,0.0,0.0,0.0,7313.0,20486.0,1542891323.079
2.194,2.452,93.161,0.129,0.0,2.065,15046448.0,17341309.0,0.0,9691136.0,0.0,0.0,6890.0,19327.0,1542891324.080
2.675,2.803,92.357,0.0,0.0,2.166,14963131.0,17242365.0,0.0,0.0,0.0,0.0,6797.0,19093.0,1542891325.079
2.423,2.423,92.857,0.0,0.0,2.296,13526352.0,15603298.0,0.0,0.0,0.0,0.0,6146.0,17405.0,1542891326.080
2.417,3.308,92.366,0.0,0.0,1.908,14887991.0,17178365.0,0.0,0.0,0.0,0.0,6687.0,19058.0,1542891327.079
2.049,2.817,92.702,0.0,0.0,2.433,15396567.0,17721871.0,0.0,0.0,0.0,0.0,6971.0,19496.0,1542891328.079
1.951,2.081,94.148,0.0,0.0,1.821,14245421.0,16421584.0,0.0,0.0,0.0,0.0,6542.0,18254.0,1542891329.079
2.179,2.949,93.333,0.0,0.0,1.538,14343616.0,16550996.0,0.0,0.0,0.0,0.0,6486.0,18323.0,1542891330.079
1.913,2.934,92.857,0.0,0.0,2.296,14013663.0,16154285.0,0.0,0.0,0.0,0.0,6349.0,17902.0,1542891331.079
2.922,3.304,91.614,0.0,0.0,2.160,16066726.0,18501588.0,0.0,0.0,0.0,0.0,7254.0,20491.0,1542891332.079
2.778,3.409,91.667,0.0,0.0,2.146,15626291.0,18021116.0,0.0,0.0,0.0,0.0,7005.0,19817.0,1542891333.079
1.786,2.934,92.985,0.0,0.0,2.296,14244076.0,16419514.0,0.0,0.0,0.0,0.0,6466.0,18140.0,1542891334.079
2.911,3.291,91.519,0.0,0.0,2.278,15477674.0,17833030.0,0.0,4096.0,0.0,0.0,7025.0,19699.0,1542891335.079
