"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_1:0_vc_16_worker_8_rep_3.csv -T 1 90",,,,"Date:","09 Nov 2018 13:27:46 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.785,2.143,93.515,0.701,0.0,1.855,0.0,0.0,1541770066.941
2.525,2.525,92.424,0.0,0.0,2.525,316416.0,9481545.0,1541770067.941
2.513,3.015,91.457,0.0,0.0,3.015,379134.0,11188153.0,1541770068.942
0.508,2.538,91.371,0.0,0.0,5.584,420000.0,12591502.0,1541770069.942
2.020,4.040,91.414,0.0,0.0,2.525,428268.0,12818374.0,1541770070.942
2.551,2.551,91.837,0.0,0.0,3.061,442114.0,13082581.0,1541770071.941
1.020,2.551,92.347,0.0,0.0,4.082,432452.0,12956399.0,1541770072.942
2.010,3.015,91.457,0.0,0.0,3.518,434580.0,13016387.0,1541770073.941
1.546,2.577,93.299,0.0,0.0,2.577,422234.0,12482756.0,1541770074.941
1.538,2.564,92.821,0.0,0.0,3.077,413074.0,12356665.0,1541770075.941
1.554,2.591,93.782,0.0,0.0,2.073,415800.0,12478262.0,1541770076.942
2.030,2.030,91.371,0.0,0.0,4.569,426162.0,12595814.0,1541770077.942
1.020,3.571,92.347,0.0,0.0,3.061,436734.0,13086295.0,1541770078.941
1.020,3.571,92.857,0.0,0.0,2.551,416858.0,12488082.0,1541770079.942
1.015,3.046,91.371,0.0,0.0,4.569,416584.0,12306711.0,1541770080.941
2.0,3.500,90.500,0.0,0.0,4.0,423228.0,12688078.0,1541770081.941
1.015,3.046,92.386,0.0,0.0,3.553,417324.0,12499128.0,1541770082.941
2.041,3.061,91.327,0.0,0.0,3.571,421777.0,12391663.0,1541770083.942
1.508,3.518,91.457,0.0,0.0,3.518,423854.0,12696391.0,1541770084.942
1.010,3.030,91.919,0.0,0.0,4.040,419366.0,12566313.0,1541770085.942
1.990,3.980,90.547,0.0,0.0,3.483,416716.0,12314717.0,1541770086.942
1.005,3.015,91.457,0.0,0.0,4.523,419720.0,12570513.0,1541770087.942
1.531,2.551,93.367,0.0,0.0,2.551,406840.0,12193103.0,1541770088.942
1.523,2.030,92.386,0.0,0.0,4.061,405872.0,11980150.0,1541770089.942
1.538,2.564,92.821,0.0,0.0,3.077,417694.0,12516090.0,1541770090.942
1.990,3.980,90.547,0.0,0.0,3.483,427906.0,12818073.0,1541770091.942
2.041,1.531,92.857,0.0,0.0,3.571,396342.0,11702496.0,1541770092.942
1.026,3.077,93.846,0.0,0.0,2.051,408198.0,12222428.0,1541770093.942
0.995,4.478,90.547,0.0,0.0,3.980,434742.0,13031961.0,1541770094.942
2.041,2.551,92.347,0.0,0.0,3.061,410988.0,12144280.0,1541770095.942
2.0,5.0,89.0,1.500,0.0,2.500,409500.0,12268441.0,1541770096.942
2.985,2.985,89.552,0.0,0.0,4.478,434280.0,13010832.0,1541770097.942
2.051,3.590,92.308,0.0,0.0,2.051,400896.0,11840838.0,1541770098.942
