"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:0_vc_48_worker_8_rep_1.csv -T 1 90",,,,"Date:","09 Nov 2018 14:44:47 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
4.074,3.914,90.669,0.240,0.0,1.103,0.0,0.0,20731.013,673904.176,0.0,0.0,6070.376,17719.282,1541774687.370
42.424,5.772,48.918,0.0,0.0,2.886,14791215.0,38650803.0,0.0,0.0,0.0,0.0,4207.0,16233.0,1541774688.374
34.371,5.658,57.143,0.0,0.0,2.829,17369802.0,46281933.0,0.0,0.0,0.0,0.0,4726.0,19204.0,1541774689.371
12.0,5.333,81.200,0.133,0.0,1.333,20541121.0,55115463.0,0.0,73728.0,0.0,0.0,5142.0,23329.0,1541774690.371
5.812,5.548,87.847,0.0,0.0,0.793,22571825.0,60674460.0,0.0,0.0,0.0,0.0,6949.0,25839.0,1541774691.371
4.961,5.222,88.773,0.0,0.0,1.044,21445337.0,57325616.0,0.0,0.0,0.0,0.0,6840.0,24317.0,1541774692.371
4.756,4.888,89.564,0.0,0.0,0.793,21931274.0,58757460.0,0.0,0.0,0.0,0.0,7044.0,25272.0,1541774693.371
5.298,3.841,90.199,0.0,0.0,0.662,20750222.0,55638186.0,0.0,0.0,0.0,0.0,6826.0,23784.0,1541774694.372
4.762,3.836,90.873,0.0,0.0,0.529,20650593.0,55334448.0,0.0,0.0,0.0,0.0,6789.0,23743.0,1541774695.371
5.200,4.133,90.0,0.0,0.0,0.667,22778328.0,61059685.0,0.0,0.0,0.0,0.0,7378.0,25996.0,1541774696.371
4.799,5.837,88.197,0.0,0.0,1.167,21716932.0,58256995.0,0.0,0.0,0.0,0.0,6838.0,24808.0,1541774697.371
4.881,5.277,89.182,0.0,0.0,0.660,22494739.0,60275606.0,0.0,0.0,0.0,0.0,7327.0,25600.0,1541774698.371
4.307,3.365,92.059,0.0,0.0,0.269,22409319.0,60054239.0,0.0,0.0,0.0,0.0,7149.0,25717.0,1541774699.371
5.381,4.987,88.976,0.0,0.0,0.656,22894031.0,61407504.0,0.0,0.0,0.0,0.0,7213.0,25879.0,1541774700.371
5.673,5.277,88.391,0.0,0.0,0.660,21972647.0,58832483.0,0.0,0.0,0.0,0.0,6964.0,24792.0,1541774701.371
5.645,4.570,88.978,0.0,0.0,0.806,23333540.0,62583966.0,0.0,0.0,0.0,0.0,7299.0,26196.0,1541774702.371
4.907,5.172,89.125,0.0,0.0,0.796,22483616.0,60210428.0,0.0,0.0,0.0,0.0,7155.0,25459.0,1541774703.371
5.111,4.849,89.253,0.0,0.0,0.786,21686436.0,58132677.0,0.0,0.0,0.0,0.0,7005.0,24742.0,1541774704.371
4.319,5.497,89.005,0.0,0.0,1.178,21894970.0,58691503.0,0.0,0.0,0.0,0.0,7120.0,25106.0,1541774705.371
4.856,4.331,89.633,0.0,0.0,1.181,21845377.0,58550418.0,0.0,0.0,0.0,0.0,7004.0,25254.0,1541774706.371
5.046,4.515,89.641,0.0,0.0,0.797,21675724.0,58097996.0,0.0,0.0,0.0,0.0,6923.0,24880.0,1541774707.371
5.541,4.354,89.182,0.0,0.0,0.923,23776794.0,63807019.0,0.0,0.0,0.0,0.0,7260.0,26550.0,1541774708.371
4.474,5.0,89.605,0.0,0.0,0.921,21714519.0,58124826.0,0.0,8192.0,0.0,0.0,6838.0,24562.0,1541774709.371
4.250,4.914,90.305,0.0,0.0,0.531,21810591.0,58458470.0,0.0,0.0,0.0,0.0,6698.0,24318.0,1541774710.371
4.856,5.381,89.239,0.0,0.0,0.525,22644374.0,60727445.0,0.0,0.0,0.0,0.0,6894.0,25073.0,1541774711.371
4.365,5.423,89.683,0.0,0.0,0.529,22579781.0,60494996.0,0.0,0.0,0.0,0.0,6778.0,24482.0,1541774712.371
