"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:0_vc_8_worker_64_rep_2.csv -T 1 90",,,,"Date:","09 Nov 2018 13:18:50 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.094,2.776,92.904,0.454,0.0,0.773,0.0,0.0,41273.414,988401.549,0.0,0.0,4757.580,14029.109,1541769530.334
40.841,9.309,44.144,0.0,0.0,5.706,14329532.0,38372644.0,0.0,0.0,0.0,0.0,6565.0,19498.0,1541769531.337
37.728,10.098,45.722,0.0,0.0,6.452,20152867.0,54018238.0,0.0,0.0,0.0,0.0,9181.0,27033.0,1541769532.335
9.245,7.943,79.167,0.0,0.0,3.646,24150070.0,64909297.0,0.0,0.0,0.0,0.0,13697.0,35956.0,1541769533.335
8.973,8.192,79.324,0.0,0.0,3.511,24684370.0,66179910.0,0.0,0.0,0.0,0.0,15054.0,36730.0,1541769534.335
5.737,7.692,80.965,0.0,0.0,5.606,24778996.0,66424791.0,0.0,0.0,0.0,0.0,15456.0,37016.0,1541769535.335
7.339,7.471,81.258,0.0,0.0,3.932,24516941.0,65532690.0,0.0,0.0,0.0,0.0,15392.0,36590.0,1541769536.335
5.898,7.995,82.307,0.0,0.0,3.801,24774141.0,66611869.0,0.0,0.0,0.0,0.0,15548.0,36958.0,1541769537.335
6.088,7.642,81.477,0.0,0.0,4.793,25889695.0,69367653.0,0.0,0.0,0.0,0.0,16196.0,38623.0,1541769538.338
6.435,7.722,81.338,0.0,0.0,4.505,24549442.0,65817221.0,0.0,0.0,0.0,0.0,15367.0,36384.0,1541769539.335
6.777,7.673,80.946,0.0,0.0,4.604,24253796.0,65000239.0,0.0,0.0,0.0,0.0,14719.0,35248.0,1541769540.335
6.856,7.891,80.466,0.0,0.0,4.787,24126693.0,64637275.0,0.0,0.0,0.0,0.0,14828.0,35110.0,1541769541.335
6.080,7.245,83.312,0.0,0.0,3.364,23329396.0,62474855.0,0.0,0.0,0.0,0.0,14256.0,33684.0,1541769542.335
6.120,7.422,82.422,0.0,0.0,4.036,24374922.0,65301464.0,0.0,0.0,0.0,0.0,14883.0,35475.0,1541769543.335
7.190,7.320,81.699,0.0,0.0,3.791,24674978.0,66130497.0,0.0,0.0,0.0,0.0,15087.0,35978.0,1541769544.335
7.455,7.841,80.591,0.0,0.0,4.113,23629027.0,63398572.0,0.0,0.0,0.0,0.0,14327.0,34319.0,1541769545.335
6.018,7.939,81.946,0.0,0.0,4.097,24282965.0,64876190.0,0.0,0.0,0.0,0.0,14986.0,35860.0,1541769546.335
6.667,8.333,79.872,0.0,0.0,5.128,24880329.0,66709224.0,0.0,0.0,0.0,0.0,15585.0,37070.0,1541769547.335
7.059,7.843,81.307,0.0,0.0,3.791,25273115.0,67910615.0,0.0,0.0,0.0,0.0,15429.0,37088.0,1541769548.335
4.737,7.632,83.421,0.0,0.0,4.211,23604584.0,63243037.0,0.0,0.0,0.0,0.0,15073.0,35988.0,1541769549.335
7.282,8.062,80.754,0.0,0.0,3.901,25935216.0,69598018.0,0.0,0.0,0.0,0.0,16036.0,38796.0,1541769550.335
8.639,8.377,78.403,0.0,0.0,4.581,25952243.0,69552288.0,0.0,0.0,0.0,0.0,16346.0,39245.0,1541769551.335
5.072,8.322,81.404,0.0,0.0,5.202,24539690.0,65775668.0,0.0,0.0,0.0,0.0,15320.0,36852.0,1541769552.335
5.859,8.073,81.510,0.0,0.0,4.557,24431049.0,65434645.0,0.0,8192.0,0.0,0.0,15293.0,36830.0,1541769553.335
5.563,8.279,81.759,0.0,0.0,4.398,24956314.0,66964543.0,0.0,0.0,0.0,0.0,15708.0,37558.0,1541769554.335
5.058,7.393,83.139,0.0,0.0,4.410,23708756.0,63460828.0,0.0,0.0,0.0,0.0,14643.0,35060.0,1541769555.335
5.782,7.622,80.289,1.183,0.0,5.125,24975480.0,67079767.0,0.0,65536.0,0.0,0.0,15512.0,37161.0,1541769556.335
6.013,7.059,81.569,0.0,0.0,5.359,26097682.0,69889547.0,0.0,0.0,0.0,0.0,16080.0,38724.0,1541769557.335
6.734,8.895,80.432,0.0,0.0,3.939,24813923.0,66507639.0,0.0,4096.0,0.0,0.0,15589.0,37376.0,1541769558.335
6.361,8.779,80.153,0.0,0.0,4.707,24833344.0,66447791.0,0.0,0.0,0.0,0.0,15633.0,37538.0,1541769559.335
5.490,7.974,82.222,0.0,0.0,4.314,24864631.0,66612736.0,0.0,0.0,0.0,0.0,15400.0,37122.0,1541769560.335
5.548,7.484,81.677,0.0,0.0,5.290,25206119.0,67809926.0,0.0,0.0,0.0,0.0,15584.0,37454.0,1541769561.335
6.250,7.161,81.250,0.0,0.0,5.339,24861235.0,66408784.0,0.0,0.0,0.0,0.0,15468.0,37036.0,1541769562.335
6.588,7.773,79.974,0.132,0.0,5.534,25769427.0,69275330.0,0.0,14893056.0,0.0,0.0,16361.0,39493.0,1541769563.335
5.982,8.322,81.534,0.0,0.0,4.161,24769225.0,66326687.0,0.0,0.0,0.0,0.0,15640.0,37692.0,1541769564.335
5.658,7.632,83.026,0.0,0.0,3.684,25785296.0,69230960.0,0.0,0.0,0.0,0.0,15717.0,37990.0,1541769565.335
7.097,7.871,79.871,0.0,0.0,5.161,25815877.0,69199062.0,0.0,0.0,0.0,0.0,16084.0,38769.0,1541769566.335
5.040,7.294,83.952,0.0,0.0,3.714,25457654.0,68138215.0,0.0,0.0,0.0,0.0,15898.0,38254.0,1541769567.335
5.814,7.623,81.395,0.0,0.0,5.168,24716903.0,66245045.0,0.0,0.0,0.0,0.0,15643.0,37272.0,1541769568.335
5.490,8.105,82.222,0.0,0.0,4.183,24638123.0,66148299.0,0.0,0.0,0.0,0.0,15342.0,36943.0,1541769569.335
4.545,9.221,82.597,0.0,0.0,3.636,24919048.0,66829565.0,0.0,0.0,0.0,0.0,15568.0,37440.0,1541769570.335
5.867,8.214,82.790,0.0,0.0,3.129,24386369.0,65357012.0,0.0,0.0,0.0,0.0,15042.0,36305.0,1541769571.335
5.230,9.439,81.378,0.0,0.0,3.954,25205769.0,67568240.0,0.0,0.0,0.0,0.0,15296.0,36721.0,1541769572.335
6.156,8.668,79.774,0.0,0.0,5.402,24865104.0,66461498.0,0.0,0.0,0.0,0.0,15437.0,37130.0,1541769573.335
5.175,7.633,83.182,0.0,0.0,4.010,23812612.0,63945992.0,0.0,0.0,0.0,0.0,14499.0,34873.0,1541769574.343
6.892,7.542,81.404,0.0,0.0,4.161,24462590.0,65678164.0,0.0,0.0,0.0,0.0,15036.0,36236.0,1541769575.335
5.541,7.990,82.603,0.0,0.0,3.866,24642401.0,66063323.0,0.0,0.0,0.0,0.0,15033.0,36202.0,1541769576.335
