"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_1:0_vc_32_worker_64_rep_2.csv -T 1 90",,,,"Date:","09 Nov 2018 14:40:10 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.981,2.478,92.881,0.425,0.0,2.235,0.0,0.0,1541774410.031
2.551,2.041,92.347,0.0,0.0,3.061,340840.0,10241247.0,1541774411.032
2.604,4.167,89.583,0.0,0.0,3.646,578479.0,17447151.0,1541774412.032
2.618,3.665,90.576,0.0,0.0,3.141,659864.0,19796860.0,1541774413.032
3.077,4.615,87.179,0.0,0.0,5.128,708840.0,21136296.0,1541774414.032
2.463,6.897,84.236,0.0,0.0,6.404,694152.0,20782950.0,1541774415.033
2.956,4.433,84.729,0.0,0.0,7.882,676922.0,20358778.0,1541774416.032
2.604,4.688,88.021,0.0,0.0,4.688,731872.0,21766896.0,1541774417.032
2.500,3.500,86.500,0.0,0.0,7.500,677712.0,20302869.0,1541774418.032
2.062,4.124,88.660,0.0,0.0,5.155,689114.0,20670093.0,1541774419.033
4.103,6.154,87.179,0.0,0.0,2.564,699402.0,20811025.0,1541774420.032
2.041,6.122,87.245,0.0,0.0,4.592,708776.0,21244217.0,1541774421.032
1.579,3.158,91.053,0.0,0.0,4.211,690912.0,20738353.0,1541774422.032
3.431,5.392,83.333,0.0,0.0,7.843,716818.0,21319041.0,1541774423.032
4.0,4.500,85.500,0.0,0.0,6.0,716340.0,21434339.0,1541774424.032
3.535,4.545,87.374,0.0,0.0,4.545,693272.0,20825638.0,1541774425.032
3.483,7.463,84.577,0.0,0.0,4.478,734724.0,21863260.0,1541774426.032
2.538,5.584,86.802,0.0,0.0,5.076,717170.0,21476527.0,1541774427.032
2.538,6.091,87.310,0.0,0.0,4.061,688164.0,20670242.0,1541774428.032
3.061,5.612,87.245,0.0,0.0,4.082,704102.0,20872274.0,1541774429.032
2.551,4.592,87.755,0.0,0.0,5.102,689606.0,20706363.0,1541774430.033
2.073,3.627,88.601,0.0,0.0,5.699,708830.0,21204960.0,1541774431.033
2.577,5.670,88.144,0.0,0.0,3.608,715172.0,21270331.0,1541774432.032
2.020,5.556,87.374,0.0,0.0,5.051,723312.0,21660637.0,1541774433.033
1.554,4.663,89.119,0.0,0.0,4.663,687018.0,20603250.0,1541774434.032
3.125,4.688,88.542,0.0,0.0,3.646,698362.0,20950643.0,1541774435.032
3.030,5.556,84.848,0.0,0.0,6.566,724722.0,21577635.0,1541774436.032
2.073,4.145,88.601,0.0,0.0,5.181,696276.0,20846311.0,1541774437.032
3.109,3.627,88.601,0.0,0.0,4.663,713770.0,21371778.0,1541774438.032
3.571,4.082,86.735,0.0,0.0,5.612,699796.0,20838390.0,1541774439.032
2.564,5.641,86.154,1.026,0.0,4.615,688408.0,20585420.0,1541774440.032
3.061,5.612,86.224,0.0,0.0,5.102,717750.0,21552849.0,1541774441.032
2.083,5.208,88.021,0.0,0.0,4.688,714418.0,21206498.0,1541774442.032
3.093,3.093,88.144,0.0,0.0,5.670,721894.0,21646418.0,1541774443.033
3.061,4.082,88.265,0.0,0.0,4.592,705698.0,21137267.0,1541774444.032
2.062,4.124,88.660,0.0,0.0,5.155,703266.0,20900197.0,1541774445.032
1.531,3.571,88.776,0.0,0.0,6.122,719100.0,21567982.0,1541774446.032
3.922,6.373,84.804,0.0,0.0,4.902,703464.0,21062905.0,1541774447.033
2.551,6.633,85.714,0.0,0.0,5.102,727510.0,21672220.0,1541774448.032
2.618,3.141,89.005,0.0,0.0,5.236,721514.0,21609154.0,1541774449.033
2.020,6.061,86.364,0.0,0.0,5.556,694186.0,20787035.0,1541774450.032
2.073,3.109,89.637,0.0,0.0,5.181,737960.0,21947852.0,1541774451.032
3.093,3.093,89.691,0.0,0.0,4.124,692934.0,20741704.0,1541774452.032
1.571,4.712,90.576,0.0,0.0,3.141,686050.0,20568541.0,1541774453.032
3.030,4.545,88.384,0.0,0.0,4.040,701540.0,20852909.0,1541774454.032
3.0,6.0,86.500,0.0,0.0,4.500,711778.0,21324569.0,1541774455.032
1.538,5.641,89.231,0.0,0.0,3.590,698704.0,20945388.0,1541774456.032
3.015,4.020,86.935,0.0,0.0,6.030,728378.0,21660270.0,1541774457.032
2.0,4.500,86.500,0.0,0.0,7.0,727752.0,21810319.0,1541774458.032
3.015,5.025,87.940,0.0,0.0,4.020,687782.0,20694267.0,1541774459.033
3.960,5.446,85.149,0.0,0.0,5.446,733514.0,21747815.0,1541774460.032
2.500,4.500,87.0,0.0,0.0,6.0,721830.0,21596544.0,1541774461.032
1.523,6.091,88.325,0.0,0.0,4.061,709386.0,21276144.0,1541774462.032
3.553,4.569,87.310,0.0,0.0,4.569,707460.0,21057461.0,1541774463.032
1.042,3.125,90.625,0.0,0.0,5.208,716304.0,21476270.0,1541774464.032
2.030,5.076,88.325,0.0,0.0,4.569,702404.0,21029095.0,1541774465.032
2.577,4.639,89.175,0.0,0.0,3.608,702020.0,20872716.0,1541774466.032
3.500,4.0,87.0,0.0,0.0,5.500,712034.0,21356256.0,1541774467.032
1.538,5.128,89.231,0.0,0.0,4.103,696590.0,20877164.0,1541774468.032
3.030,3.535,87.879,0.0,0.0,5.556,713088.0,21204446.0,1541774469.032
2.041,4.592,84.694,2.551,0.0,6.122,725680.0,21687279.0,1541774470.032
2.041,5.102,87.755,1.020,0.0,4.082,701784.0,21077814.0,1541774471.032
4.124,4.124,86.598,0.0,0.0,5.155,715959.0,21222771.0,1541774472.032
3.571,5.102,87.755,0.0,0.0,3.571,695146.0,20898245.0,1541774473.032
2.010,5.025,86.935,0.0,0.0,6.030,694542.0,20773645.0,1541774474.032
2.030,3.553,86.802,0.0,0.0,7.614,719374.0,21411467.0,1541774475.032
1.031,5.155,88.144,0.0,0.0,5.670,691160.0,20699704.0,1541774476.032
2.500,5.500,86.0,0.0,0.0,6.0,727872.0,21806883.0,1541774477.032
2.577,5.155,88.660,0.0,0.0,3.608,663338.0,19713407.0,1541774478.032
2.041,5.612,88.265,0.0,0.0,4.082,695310.0,20886924.0,1541774479.033
2.030,4.061,87.817,0.0,0.0,6.091,700868.0,20960513.0,1541774480.032
3.030,5.556,85.354,0.0,0.0,6.061,710472.0,21130171.0,1541774481.032
4.020,4.020,86.935,0.0,0.0,5.025,699810.0,20958936.0,1541774482.033
3.061,4.592,87.755,0.0,0.0,4.592,701732.0,21023804.0,1541774483.032
1.531,4.082,88.776,0.0,0.0,5.612,700212.0,20823420.0,1541774484.033
3.015,5.528,86.432,0.0,0.0,5.025,726378.0,21773309.0,1541774485.032
2.073,4.663,87.565,0.0,0.0,5.699,753620.0,22580429.0,1541774486.032
3.109,3.627,89.119,0.0,0.0,4.145,721656.0,21462976.0,1541774487.032
