"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_1:0_vc_48_worker_8_rep_3.csv -T 1 90",,,,"Date:","09 Nov 2018 14:49:16 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
6.604,11.675,78.358,0.636,0.0,2.727,0.0,0.0,1541774956.954
4.444,10.0,85.556,0.0,0.0,0.0,26832438.0,867440.0,1541774957.955
11.111,14.444,71.111,0.0,0.0,3.333,33766108.0,1097687.0,1541774958.955
7.527,18.280,72.043,0.0,0.0,2.151,38530631.0,1244666.0,1541774959.958
7.447,15.957,74.468,0.0,0.0,2.128,38690606.0,1253140.0,1541774960.955
8.889,17.778,66.667,0.0,0.0,6.667,40441055.0,1311603.0,1541774961.957
4.651,16.279,76.744,0.0,0.0,2.326,39708216.0,1286740.0,1541774962.955
9.474,16.842,69.474,0.0,0.0,4.211,38950401.0,1260000.0,1541774963.955
5.556,15.556,75.556,0.0,0.0,3.333,39795386.0,1291789.0,1541774964.955
10.753,12.903,75.269,0.0,0.0,1.075,39786173.0,1286460.0,1541774965.955
6.316,17.895,73.684,0.0,0.0,2.105,38618182.0,1251320.0,1541774966.955
5.376,17.204,74.194,0.0,0.0,3.226,38277966.0,1243069.0,1541774967.955
8.333,17.708,72.917,0.0,0.0,1.042,38548528.0,1245160.0,1541774968.955
7.609,13.043,75.0,2.174,0.0,2.174,38877612.0,1260280.0,1541774969.955
6.667,13.333,76.667,0.0,0.0,3.333,37819162.0,1226895.0,1541774970.955
8.511,11.702,76.596,0.0,0.0,3.191,37634954.0,1218914.0,1541774971.955
6.452,13.978,77.419,0.0,0.0,2.151,36847182.0,1190700.0,1541774972.955
8.889,17.778,71.111,0.0,0.0,2.222,39327294.0,1275729.0,1541774973.956
8.889,16.667,72.222,0.0,0.0,2.222,40599196.0,1316000.0,1541774974.955
6.742,13.483,77.528,0.0,0.0,2.247,39940619.0,1292480.0,1541774975.955
6.383,18.085,73.404,0.0,0.0,2.128,37692652.0,1224043.0,1541774976.955
9.783,15.217,70.652,0.0,0.0,4.348,40369212.0,1306826.0,1541774977.955
5.747,17.241,74.713,0.0,0.0,2.299,39496283.0,1276174.0,1541774978.955
